report_date,commodity,country,marketing_year,crop_stage,Beginning Stocks,Production,Imports,Domestic Total 2,Exports,Ending Stocks,Domestic Crush,Domestic Feed
2011-07-12,corn,EU-27  6/,2011/12 Proj.,Outlook year,4.91,59.29,5.0,64.2,1.0,4.0,,
2011-07-12,corn,Japan,2011/12 Proj.,Outlook year,0.58,0.0,16.1,16.1,0.0,0.58,,
2011-07-12,corn,Mexico,2011/12 Proj.,Outlook year,1.49,24.0,9.2,32.1,0.1,2.49,,
2011-07-12,corn,Southeast Asia  7/,2011/12 Proj.,Outlook year,2.59,24.95,7.15,31.6,0.23,2.86,,
2011-07-12,corn,South Korea,2011/12 Proj.,Outlook year,1.58,0.08,7.7,7.8,0.0,1.56,,
2011-07-12,corn,Brazil,2011/12 Proj.,Outlook year,8.69,55.0,1.0,50.5,8.0,6.19,,
2011-07-12,corn,Canada,2011/12 Proj.,Outlook year,1.07,11.3,1.4,12.2,0.5,1.07,,
2011-07-12,corn,China,2011/12 Proj.,Outlook year,53.71,178.0,2.0,182.5,0.2,51.01,,
2011-07-12,corn,FSU-12,2011/12 Proj.,Outlook year,1.17,25.1,0.2,16.46,7.96,2.05,,
2011-07-12,corn,Ukraine,2011/12 Proj.,Outlook year,0.5,15.5,0.01,7.4,7.5,1.11,,
2011-07-12,soybean,World  2/,2009/10,Current year,42.68,260.84,86.8,,92.65,59.35,,
2011-07-12,soybean,United States,2009/10,Current year,3.76,91.42,0.4,,40.85,4.11,,
2011-07-12,soybean,Total Foreign,2009/10,Current year,38.92,169.42,86.4,,51.8,55.24,,
2011-07-12,soybean,Major Exporters  3/,2009/10,Current year,28.75,130.7,0.19,,47.02,38.23,,
2011-07-12,soybean,Argentina,2009/10,Current year,16.59,54.5,0.0,,13.09,22.28,,
2011-07-12,soybean,Brazil,2009/10,Current year,12.04,69.0,0.17,,28.58,15.84,,
2011-07-12,soybean,Major Importers  4/,2009/10,Current year,8.54,17.02,73.54,,0.24,13.95,,
2011-07-12,soybean,China,2009/10,Current year,7.56,14.98,50.34,,0.18,13.26,,
2011-07-12,soybean,EU-27,2009/10,Current year,0.56,0.84,12.3,,0.04,0.28,,
2011-07-12,soybean,Japan,2009/10,Current year,0.18,0.22,3.4,,0.0,0.22,,
2011-07-12,soybean,Mexico,2009/10,Current year,0.04,0.11,3.52,,0.0,0.05,,
2011-07-12,soybean,World  2/,2010/11 Est.,Next year,59.35,263.69,89.82,,92.79,65.88,,
2011-07-12,soybean,United States,2010/11 Est.,Next year,4.11,90.61,0.41,,41.37,5.44,,
2011-07-12,soybean,Total Foreign,2010/11 Est.,Next year,55.24,173.08,89.41,,51.42,60.44,,
2011-07-12,soybean,Major Exporters  3/,2010/11 Est.,Next year,38.23,132.3,0.05,,45.54,43.38,,
2011-07-12,soybean,Argentina,2010/11 Est.,Next year,22.28,49.5,0.0,,8.5,22.85,,
2011-07-12,soybean,Brazil,2010/11 Est.,Next year,15.84,74.5,0.03,,30.85,20.31,,
2011-07-12,soybean,Major Importers  4/,2010/11 Est.,Next year,13.95,17.5,77.14,,0.28,15.23,,
2011-07-12,soybean,China,2010/11 Est.,Next year,13.26,15.2,52.0,,0.2,14.21,,
2011-07-12,soybean,EU-27,2010/11 Est.,Next year,0.28,1.08,13.8,,0.05,0.5,,
2011-07-12,soybean,Japan,2010/11 Est.,Next year,0.22,0.22,3.25,,0.0,0.21,,
2011-07-12,soybean,Mexico,2010/11 Est.,Next year,0.05,0.11,3.7,,0.0,0.05,,
2011-07-12,soybean meal,World  2/,2009/10,Current year,4.39,165.28,53.14,,55.59,6.12,,
2011-07-12,soybean meal,United States,2009/10,Current year,0.21,37.84,0.15,,10.14,0.27,,
2011-07-12,soybean meal,Total Foreign,2009/10,Current year,4.18,127.44,53.0,,45.46,5.85,,
2011-07-12,soybean meal,Major Exporters  3/,2009/10,Current year,2.71,58.73,0.1,,41.05,4.22,,
2011-07-12,soybean meal,Argentina,2009/10,Current year,0.77,26.62,0.0,,24.91,1.79,,
2011-07-12,soybean meal,Brazil,2009/10,Current year,1.84,26.12,0.09,,12.99,2.23,,
2011-07-12,soybean meal,India,2009/10,Current year,0.1,5.99,0.01,,3.15,0.21,,
2011-07-12,soybean meal,Major Importers  4/,2009/10,Current year,0.42,50.17,28.77,,1.71,0.42,,
2011-07-12,soybean meal,EU-27,2009/10,Current year,0.13,9.88,20.73,,0.47,0.13,,
2011-07-12,soybean meal,China,2009/10,Current year,0.0,38.64,0.08,,1.18,0.0,,
2011-07-12,soybean meal,World  2/,2010/11 Est.,Next year,6.12,176.95,58.08,,60.91,6.57,,
2011-07-12,soybean meal,United States,2010/11 Est.,Next year,0.27,36.0,0.15,,8.3,0.27,,
2011-07-12,soybean meal,Total Foreign,2010/11 Est.,Next year,5.85,140.95,57.93,,52.61,6.3,,
2011-07-12,soybean meal,Major Exporters  3/,2010/11 Est.,Next year,4.22,65.6,0.07,,48.38,4.35,,
2011-07-12,soybean meal,Argentina,2010/11 Est.,Next year,1.79,30.27,0.0,,29.48,1.87,,
2011-07-12,soybean meal,Brazil,2010/11 Est.,Next year,2.23,27.83,0.07,,14.4,2.28,,
2011-07-12,soybean meal,India,2010/11 Est.,Next year,0.21,7.5,0.01,,4.5,0.21,,
2011-07-12,soybean meal,Major Importers  4/,2010/11 Est.,Next year,0.42,56.03,31.87,,1.25,0.75,,
2011-07-12,soybean meal,EU-27,2010/11 Est.,Next year,0.13,10.56,22.9,,0.5,0.36,,
2011-07-12,soybean meal,China,2010/11 Est.,Next year,0.0,43.64,0.3,,0.7,0.0,,
2011-07-12,soybean meal,World  2/,2011/12 Proj.,Outlook year,6.57,183.22,58.99,,60.93,6.6,,
2011-07-12,soybean meal,United States,2011/12 Proj.,Outlook year,0.27,35.64,0.15,,7.76,0.27,,
2011-07-12,soybean meal,Total Foreign,2011/12 Proj.,Outlook year,6.3,147.58,58.84,,53.17,6.33,,
2011-07-12,soybean meal,Major Exporters  3/,2011/12 Proj.,Outlook year,4.35,66.98,0.06,,48.97,4.51,,
2011-07-12,soybean meal,Argentina,2011/12 Proj.,Outlook year,1.87,31.21,0.0,,30.22,2.12,,
2011-07-12,soybean meal,Brazil,2011/12 Proj.,Outlook year,2.28,28.75,0.05,,14.85,2.28,,
2011-07-12,soybean meal,India,2011/12 Proj.,Outlook year,0.21,7.03,0.01,,3.9,0.11,,
2011-07-12,soybean meal,Major Importers  4/,2011/12 Proj.,Outlook year,0.75,60.32,32.55,,1.2,0.74,,
2011-07-12,soybean meal,EU-27,2011/12 Proj.,Outlook year,0.36,10.4,23.3,,0.45,0.35,,
2011-07-12,soybean meal,China,2011/12 Proj.,Outlook year,0.0,48.0,0.3,,0.7,0.0,,
2011-07-12,soybean oil,World  2/,2009/10,Current year,3.12,38.89,8.71,,9.26,3.18,,
2011-07-12,soybean oil,United States,2009/10,Current year,1.3,8.9,0.05,,1.52,1.55,,
2011-07-12,soybean oil,Total Foreign,2009/10,Current year,1.82,30.0,8.66,,7.74,1.64,,
2011-07-12,soybean oil,Major Exporters  3/,2009/10,Current year,0.55,15.23,0.58,,6.28,0.69,,
2011-07-12,soybean oil,Argentina,2009/10,Current year,0.08,6.48,0.0,,4.45,0.18,,
2011-07-12,soybean oil,Brazil,2009/10,Current year,0.24,6.47,0.04,,1.45,0.23,,
2011-07-12,soybean oil,EU-27,2009/10,Current year,0.23,2.28,0.54,,0.38,0.28,,
2011-07-12,soybean oil,Major Importers  4/,2009/10,Current year,0.59,10.07,3.14,,0.08,0.49,,
2011-07-12,soybean oil,China,2009/10,Current year,0.48,8.73,1.51,,0.08,0.21,,
2011-07-12,soybean oil,India,2009/10,Current year,0.1,1.34,1.6,,0.0,0.28,,
2011-07-12,soybean oil,Pakistan,2009/10,Current year,0.01,0.0,0.03,,0.0,0.0,,
2011-07-12,soybean oil,World  2/,2010/11 Est.,Next year,3.18,41.87,9.27,,9.9,3.07,,
2011-07-12,soybean oil,United States,2010/11 Est.,Next year,1.55,8.66,0.08,,1.45,1.3,,
2011-07-12,soybean oil,Total Foreign,2010/11 Est.,Next year,1.64,33.21,9.19,,8.45,1.76,,
2011-07-12,soybean oil,Major Exporters  3/,2010/11 Est.,Next year,0.69,16.75,0.97,,7.03,0.75,,
2011-07-12,soybean oil,Argentina,2010/11 Est.,Next year,0.18,7.42,0.0,,5.0,0.25,,
2011-07-12,soybean oil,Brazil,2010/11 Est.,Next year,0.23,6.89,0.02,,1.63,0.27,,
2011-07-12,soybean oil,EU-27,2010/11 Est.,Next year,0.28,2.44,0.95,,0.4,0.23,,
2011-07-12,soybean oil,Major Importers  4/,2010/11 Est.,Next year,0.49,11.55,2.64,,0.04,0.45,,
2011-07-12,soybean oil,China,2010/11 Est.,Next year,0.21,9.86,1.6,,0.04,0.18,,
2011-07-12,soybean oil,India,2010/11 Est.,Next year,0.28,1.69,1.0,,0.0,0.27,,
2011-07-12,soybean oil,Pakistan,2010/11 Est.,Next year,0.0,0.0,0.04,,0.0,0.0,,
2011-07-12,soybean oil,World  2/,2011/12 Proj.,Outlook year,3.07,43.29,8.76,,9.36,2.48,,
2011-07-12,soybean oil,United States,2011/12 Proj.,Outlook year,1.3,8.57,0.08,,0.82,1.0,,
2011-07-12,soybean oil,Total Foreign,2011/12 Proj.,Outlook year,1.76,34.71,8.68,,8.55,1.48,,
2011-07-12,soybean oil,Major Exporters  3/,2011/12 Proj.,Outlook year,0.75,17.14,0.75,,7.14,0.68,,
2011-07-12,soybean oil,Argentina,2011/12 Proj.,Outlook year,0.25,7.61,0.0,,5.13,0.22,,
2011-07-12,soybean oil,Brazil,2011/12 Proj.,Outlook year,0.27,7.12,0.0,,1.66,0.26,,
2011-07-12,soybean oil,EU-27,2011/12 Proj.,Outlook year,0.23,2.41,0.75,,0.35,0.2,,
2011-07-12,soybean oil,Major Importers  4/,2011/12 Proj.,Outlook year,0.45,12.42,2.54,,0.04,0.32,,
2011-07-12,soybean oil,China,2011/12 Proj.,Outlook year,0.18,10.85,1.7,,0.04,0.23,,
2011-07-12,soybean oil,India,2011/12 Proj.,Outlook year,0.27,1.57,0.8,,0.0,0.09,,
2011-07-12,soybean oil,Pakistan,2011/12 Proj.,Outlook year,0.0,0.0,0.04,,0.0,0.0,,
2011-07-12,soybean,Argentina,Outlook,Outlook year,22.15,53.0,0.0,41.65,11.8,21.7,40.0,
2011-07-12,soybean,Brazil,Outlook,Outlook year,19.42,72.5,0.05,40.5,34.0,17.47,37.1,
2011-07-12,soybean,China,Outlook,Outlook year,15.21,14.3,58.0,72.5,0.3,14.71,61.5,
2011-07-12,soybean,EU-27,Outlook,Outlook year,0.5,1.1,13.3,14.4,0.03,0.47,13.2,
2011-07-12,soybean,Japan,Outlook,Outlook year,0.22,0.22,3.4,3.6,0.0,0.25,2.37,
2011-07-12,soybean,Major Exporters  3/,Outlook,Outlook year,41.78,133.0,0.07,84.2,51.3,39.35,78.95,
2011-07-12,soybean,Major Importers  4/,Outlook,Outlook year,16.14,16.63,82.73,99.48,0.36,15.66,83.1,
2011-07-12,soybean,Mexico,Outlook,Outlook year,0.05,0.11,3.75,3.84,0.0,0.07,3.8,
2011-07-12,soybean,Total Foreign,Outlook,Outlook year,59.63,173.38,95.83,215.04,57.38,56.42,187.85,
2011-07-12,soybean,United States,Outlook,Outlook year,4.9,89.4,0.41,48.17,41.37,5.18,45.04,
2011-07-12,soybean,World  2/,Outlook,Outlook year,64.53,262.79,96.24,263.21,98.75,61.59,232.9,
2011-08-11,wheat,World  3/,2009/10,Current year,166.44,684.4,133.58,651.97,135.8,198.86,,
2011-08-11,wheat,United States,2009/10,Current year,17.87,60.37,3.23,30.98,23.93,26.55,,
2011-08-11,wheat,Total Foreign,2009/10,Current year,148.57,624.03,130.35,620.99,111.87,172.31,,
2011-08-11,wheat,Major Exporters  4/,2009/10,Current year,30.36,198.59,6.05,144.48,61.08,29.43,,
2011-08-11,wheat,Argentina,2009/10,Current year,1.29,11.0,0.0,5.83,5.1,1.36,,
2011-08-11,wheat,Australia,2009/10,Current year,3.59,21.92,0.12,6.73,14.83,4.08,,
2011-08-11,wheat,Canada,2009/10,Current year,6.55,26.85,0.4,6.93,19.04,7.83,,
2011-08-11,wheat,EU-27  5/,2009/10,Current year,18.94,138.82,5.52,125.0,22.12,16.16,,
2011-08-11,wheat,Major Importers  6/,2009/10,Current year,70.9,185.55,70.89,236.81,5.25,85.28,,
2011-08-11,wheat,Brazil,2009/10,Current year,1.53,5.03,7.13,11.0,1.16,1.52,,
2011-08-11,wheat,China,2009/10,Current year,45.8,115.12,1.39,107.0,0.89,54.43,,
2011-08-11,wheat,Sel. Mideast  7/,2009/10,Current year,7.31,16.32,18.72,31.67,0.88,9.79,,
2011-08-11,wheat,N. Africa  8/,2009/10,Current year,9.22,20.26,21.4,39.25,0.38,11.25,,
2011-08-11,wheat,Pakistan,2009/10,Current year,2.69,24.0,0.17,23.0,0.3,3.56,,
2011-08-11,wheat,Southeast Asia  9/,2009/10,Current year,2.71,0.0,13.39,12.69,0.5,2.92,,
2011-08-11,wheat,Selected Other,2009/10,Current year,,,,,,0.0,,
2011-08-11,wheat,India,2009/10,Current year,13.43,80.68,0.22,78.15,0.06,16.12,,
2011-08-11,wheat,FSU-12,2009/10,Current year,21.29,113.93,5.42,77.75,36.66,26.22,,
2011-08-11,wheat,Russia,2009/10,Current year,10.74,61.77,0.16,39.6,18.56,14.52,,
2011-08-11,wheat,Kazakhstan,2009/10,Current year,2.0,17.05,0.06,7.55,7.87,3.69,,
2011-08-11,wheat,Ukraine,2009/10,Current year,3.1,20.87,0.03,12.3,9.34,2.36,,
2011-08-11,wheat,World  3/,2010/11 Est.,Next year,198.86,648.19,128.83,655.31,130.05,191.74,,
2011-08-11,wheat,United States,2010/11 Est.,Next year,26.55,60.1,2.64,30.79,35.08,23.43,,
2011-08-11,wheat,Total Foreign,2010/11 Est.,Next year,172.31,588.09,126.19,624.52,94.97,168.31,,
2011-08-11,wheat,Major Exporters  4/,2010/11 Est.,Next year,29.43,199.78,5.01,145.1,65.8,23.31,,
2011-08-11,wheat,Argentina,2010/11 Est.,Next year,1.36,15.0,0.01,5.88,9.0,1.49,,
2011-08-11,wheat,Australia,2010/11 Est.,Next year,4.08,26.0,0.1,8.53,17.5,4.16,,
2011-08-11,wheat,Canada,2010/11 Est.,Next year,7.83,23.17,0.4,8.7,16.8,5.9,,
2011-08-11,wheat,EU-27  5/,2010/11 Est.,Next year,16.16,135.61,4.5,122.0,22.5,11.77,,
2011-08-11,wheat,Major Importers  6/,2010/11 Est.,Next year,85.28,184.94,69.96,241.79,7.35,91.04,,
2011-08-11,wheat,Brazil,2010/11 Est.,Next year,1.52,5.9,6.7,10.8,2.5,0.82,,
2011-08-11,wheat,China,2010/11 Est.,Next year,54.43,115.18,0.93,109.5,0.94,60.09,,
2011-08-11,wheat,Sel. Mideast  7/,2010/11 Est.,Next year,9.79,19.58,13.36,32.08,1.16,9.49,,
2011-08-11,wheat,N. Africa  8/,2010/11 Est.,Next year,11.25,16.13,23.8,39.18,0.28,11.73,,
2011-08-11,wheat,Pakistan,2010/11 Est.,Next year,3.56,23.9,0.15,23.2,1.0,3.41,,
2011-08-11,wheat,Southeast Asia  9/,2010/11 Est.,Next year,2.92,0.0,15.75,14.34,0.57,3.76,,
2011-08-11,wheat,Selected Other,2010/11 Est.,Next year,,,,,,0.0,,
2011-08-11,wheat,India,2010/11 Est.,Next year,16.12,80.8,0.3,81.81,0.05,15.36,,
2011-08-11,wheat,FSU-12,2010/11 Est.,Next year,26.22,80.97,5.63,74.8,14.39,23.62,,
2011-08-11,wheat,Russia,2010/11 Est.,Next year,14.52,41.51,0.1,38.6,3.98,13.55,,
2011-08-11,wheat,Kazakhstan,2010/11 Est.,Next year,3.69,9.7,0.03,6.2,5.4,1.81,,
2011-08-11,wheat,Ukraine,2010/11 Est.,Next year,2.36,16.84,0.05,11.6,4.2,3.45,,
2011-08-11,wheat,World  3/,2011/12 Proj.,Outlook year,191.74,672.09,129.38,674.96,131.33,188.87,,
2011-08-11,wheat,United States,2011/12 Proj.,Outlook year,23.43,56.51,2.72,34.47,29.94,18.26,,
2011-08-11,wheat,Total Foreign,2011/12 Proj.,Outlook year,168.31,615.58,126.66,640.5,101.39,170.61,,
2011-08-11,wheat,Major Exporters  4/,2011/12 Proj.,Outlook year,23.31,193.49,8.01,148.38,54.5,21.93,,
2011-08-11,wheat,Argentina,2011/12 Proj.,Outlook year,1.49,13.5,0.01,5.93,7.5,1.57,,
2011-08-11,wheat,Australia,2011/12 Proj.,Outlook year,4.16,25.0,0.1,8.0,17.0,4.26,,
2011-08-11,wheat,Canada,2011/12 Proj.,Outlook year,5.9,21.5,0.4,7.95,15.0,4.85,,
2011-08-11,wheat,EU-27  5/,2011/12 Proj.,Outlook year,11.77,133.49,7.5,126.5,15.0,11.25,,
2011-08-11,wheat,Major Importers  6/,2011/12 Proj.,Outlook year,91.04,186.63,66.75,244.6,5.06,94.75,,
2011-08-11,wheat,Brazil,2011/12 Proj.,Outlook year,0.82,4.8,6.7,10.8,0.5,1.02,,
2011-08-11,wheat,China,2011/12 Proj.,Outlook year,60.09,117.0,1.0,112.0,1.0,65.09,,
2011-08-11,wheat,Sel. Mideast  7/,2011/12 Proj.,Outlook year,9.49,17.29,13.75,31.53,0.71,8.29,,
2011-08-11,wheat,N. Africa  8/,2011/12 Proj.,Outlook year,11.73,19.13,21.0,40.15,0.28,11.43,,
2011-08-11,wheat,Pakistan,2011/12 Proj.,Outlook year,3.41,24.0,0.2,23.4,1.0,3.21,,
2011-08-11,wheat,Southeast Asia  9/,2011/12 Proj.,Outlook year,3.76,0.0,14.7,14.13,0.57,3.76,,
2011-08-11,wheat,India,2011/12 Proj.,Outlook year,15.36,85.93,0.0,84.7,0.4,16.19,,
2011-08-11,wheat,FSU-12,2011/12 Proj.,Outlook year,23.62,106.62,5.75,79.55,33.21,23.24,,
2011-08-11,wheat,Russia,2011/12 Proj.,Outlook year,13.55,56.0,0.2,41.3,16.0,12.45,,
2011-08-11,wheat,Kazakhstan,2011/12 Proj.,Outlook year,1.81,16.0,0.03,7.5,7.5,2.84,,
2011-08-11,wheat,Ukraine,2011/12 Proj.,Outlook year,3.45,21.0,0.05,12.0,9.0,3.5,,
2011-08-11,corn,World  3/,2009/10,Current year,147.14,813.44,90.29,816.69,96.81,143.9,,
2011-08-11,corn,United States,2009/10,Current year,42.5,332.55,0.21,281.59,50.3,43.38,,
2011-08-11,corn,Total Foreign,2009/10,Current year,104.64,480.89,90.07,535.1,46.52,100.52,,
2011-08-11,corn,Major Exporters  4/,2009/10,Current year,5.09,36.72,0.01,17.2,18.56,6.06,,
2011-08-11,corn,Argentina,2009/10,Current year,0.98,23.3,0.01,6.9,16.49,0.89,,
2011-08-11,corn,South Africa,2009/10,Current year,4.11,13.42,0.0,10.3,2.06,5.17,,
2011-08-11,corn,Major Importers  5/,2009/10,Current year,18.22,105.64,52.57,159.49,3.46,13.47,,
2011-08-11,corn,Egypt,2009/10,Current year,1.4,6.28,5.83,12.0,0.02,1.49,,
2011-08-11,corn,EU-27  6/,2009/10,Current year,6.15,56.95,2.93,59.5,1.52,5.01,,
2011-08-11,corn,Japan,2009/10,Current year,1.0,0.0,15.98,16.3,0.0,0.68,,
2011-08-11,corn,Mexico,2009/10,Current year,3.56,20.37,8.3,30.2,0.64,1.39,,
2011-08-11,corn,Southeast Asia  7/,2009/10,Current year,4.0,21.93,6.55,28.4,1.29,2.8,,
2011-08-11,corn,South Korea,2009/10,Current year,1.47,0.08,8.46,8.39,0.0,1.61,,
2011-08-11,corn,Selected Other,2009/10,Current year,,,,,,0.0,,
2011-08-11,corn,Brazil,2009/10,Current year,12.08,56.1,0.4,47.0,11.6,9.99,,
2011-08-11,corn,Canada,2009/10,Current year,1.83,9.56,2.1,11.61,0.13,1.76,,
2011-08-11,corn,China,2009/10,Current year,51.17,158.0,1.3,159.0,0.15,51.31,,
2011-08-11,corn,FSU-12,2009/10,Current year,1.75,18.04,0.26,13.12,5.58,1.36,,
2011-08-11,corn,Ukraine,2009/10,Current year,0.94,10.49,0.02,5.7,5.07,0.67,,
2011-08-11,corn,World  3/,2010/11 Est.,Next year,143.9,821.39,90.99,842.35,90.02,122.93,,
2011-08-11,corn,United States,2010/11 Est.,Next year,43.38,316.17,0.76,290.08,46.36,23.87,,
2011-08-11,corn,Total Foreign,2010/11 Est.,Next year,100.52,505.22,90.23,552.27,43.66,99.06,,
2011-08-11,corn,Major Exporters  4/,2010/11 Est.,Next year,6.06,34.0,0.04,17.7,17.0,5.4,,
2011-08-11,corn,Argentina,2010/11 Est.,Next year,0.89,22.0,0.01,7.1,14.5,1.3,,
2011-08-11,corn,South Africa,2010/11 Est.,Next year,5.17,12.0,0.03,10.6,2.5,4.09,,
2011-08-11,corn,Major Importers  5/,2010/11 Est.,Next year,13.47,106.28,55.85,161.03,1.42,13.16,,
2011-08-11,corn,Egypt,2010/11 Est.,Next year,1.49,6.5,5.4,12.1,0.01,1.28,,
2011-08-11,corn,EU-27  6/,2010/11 Est.,Next year,5.01,55.9,7.3,62.3,1.0,4.91,,
2011-08-11,corn,Japan,2010/11 Est.,Next year,0.68,0.0,15.5,15.6,0.0,0.58,,
2011-08-11,corn,Mexico,2010/11 Est.,Next year,1.39,20.6,8.0,28.5,0.1,1.39,,
2011-08-11,corn,Southeast Asia  7/,2010/11 Est.,Next year,2.8,23.17,7.35,30.0,0.31,3.0,,
2011-08-11,corn,South Korea,2010/11 Est.,Next year,1.61,0.07,8.0,8.1,0.0,1.58,,
2011-08-11,corn,Selected Other,2010/11 Est.,Next year,,,,,,0.0,,
2011-08-11,corn,Brazil,2010/11 Est.,Next year,9.99,55.0,1.0,48.8,8.5,8.69,,
2011-08-11,corn,Canada,2010/11 Est.,Next year,1.76,11.71,0.8,11.3,1.8,1.17,,
2011-08-11,corn,China,2010/11 Est.,Next year,51.31,173.0,1.5,172.0,0.1,53.71,,
2011-08-11,corn,FSU-12,2010/11 Est.,Next year,1.36,18.56,0.37,12.96,6.16,1.17,,
2011-08-11,corn,Ukraine,2010/11 Est.,Next year,0.67,11.92,0.01,6.1,6.0,0.5,,
2011-08-11,corn,World  3/,2011/12 Proj.,Outlook year,122.93,860.52,90.61,868.92,92.96,114.53,,
2011-08-11,corn,United States,2011/12 Proj.,Outlook year,23.87,328.03,0.51,289.83,44.45,18.13,,
2011-08-11,corn,Total Foreign,2011/12 Proj.,Outlook year,99.06,532.48,90.11,579.09,48.51,96.4,,
2011-08-11,corn,Major Exporters  4/,2011/12 Proj.,Outlook year,5.4,38.5,0.04,18.4,20.5,5.03,,
2011-08-11,corn,Argentina,2011/12 Proj.,Outlook year,1.3,26.0,0.01,7.6,18.5,1.21,,
2011-08-11,corn,South Africa,2011/12 Proj.,Outlook year,4.09,12.5,0.03,10.8,2.0,3.82,,
2011-08-11,corn,Major Importers  5/,2011/12 Proj.,Outlook year,13.16,115.07,54.15,166.2,1.34,14.84,,
2011-08-11,corn,Egypt,2011/12 Proj.,Outlook year,1.28,5.9,6.1,12.1,0.01,1.17,,
2011-08-11,corn,EU-27  6/,2011/12 Proj.,Outlook year,4.91,60.09,4.0,62.5,1.0,5.5,,
2011-08-11,corn,Japan,2011/12 Proj.,Outlook year,0.58,0.0,16.1,16.1,0.0,0.58,,
2011-08-11,corn,Mexico,2011/12 Proj.,Outlook year,1.39,24.0,9.2,32.1,0.1,2.39,,
2011-08-11,corn,Southeast Asia  7/,2011/12 Proj.,Outlook year,3.0,24.95,6.95,31.5,0.23,3.18,,
2011-08-11,corn,South Korea,2011/12 Proj.,Outlook year,1.58,0.08,7.2,7.3,0.0,1.56,,
2011-08-11,corn,Brazil,2011/12 Proj.,Outlook year,8.69,57.0,1.0,50.5,8.0,8.19,,
2011-08-11,corn,Canada,2011/12 Proj.,Outlook year,1.17,11.0,1.4,11.5,1.0,1.07,,
2011-08-11,corn,China,2011/12 Proj.,Outlook year,53.71,178.0,2.0,182.5,0.2,51.01,,
2011-08-11,corn,FSU-12,2011/12 Proj.,Outlook year,1.17,26.1,0.2,16.46,8.96,2.05,,
2011-08-11,corn,Ukraine,2011/12 Proj.,Outlook year,0.5,16.5,0.01,7.4,8.5,1.11,,
2011-08-11,soybean,World  2/,2009/10,Current year,42.68,260.84,86.73,,92.59,59.34,,
2011-08-11,soybean,United States,2009/10,Current year,3.76,91.42,0.4,,40.8,4.11,,
2011-08-11,soybean,Total Foreign,2009/10,Current year,38.92,169.42,86.33,,51.8,55.24,,
2011-08-11,soybean,Major Exporters  3/,2009/10,Current year,28.75,130.7,0.19,,47.02,38.23,,
2011-08-11,soybean,Argentina,2009/10,Current year,16.59,54.5,0.0,,13.09,22.28,,
2011-08-11,soybean,Brazil,2009/10,Current year,12.04,69.0,0.17,,28.58,15.84,,
2011-08-11,soybean,Major Importers  4/,2009/10,Current year,8.54,17.02,73.54,,0.24,13.95,,
2011-08-11,soybean,China,2009/10,Current year,7.56,14.98,50.34,,0.18,13.26,,
2011-08-11,soybean,EU-27,2009/10,Current year,0.56,0.84,12.3,,0.04,0.28,,
2011-08-11,soybean,Japan,2009/10,Current year,0.18,0.22,3.4,,0.0,0.22,,
2011-08-11,soybean,Mexico,2009/10,Current year,0.04,0.11,3.52,,0.0,0.05,,
2011-08-11,soybean,World  2/,2010/11 Est.,Next year,59.34,263.95,89.28,,91.22,68.42,,
2011-08-11,soybean,United States,2010/11 Est.,Next year,4.11,90.61,0.41,,40.69,6.26,,
2011-08-11,soybean,Total Foreign,2010/11 Est.,Next year,55.24,173.34,88.87,,50.53,62.16,,
2011-08-11,soybean,Major Exporters  3/,2010/11 Est.,Next year,38.23,132.8,0.05,,44.59,45.23,,
2011-08-11,soybean,Argentina,2010/11 Est.,Next year,22.28,49.0,0.0,,8.5,22.85,,
2011-08-11,soybean,Brazil,2010/11 Est.,Next year,15.84,75.5,0.03,,29.9,22.16,,
2011-08-11,soybean,Major Importers  4/,2010/11 Est.,Next year,13.95,17.33,76.33,,0.28,15.13,,
2011-08-11,soybean,China,2010/11 Est.,Next year,13.26,15.1,52.0,,0.2,14.11,,
2011-08-11,soybean,EU-27,2010/11 Est.,Next year,0.28,1.08,13.1,,0.05,0.5,,
2011-08-11,soybean,Japan,2010/11 Est.,Next year,0.22,0.22,3.22,,0.0,0.21,,
2011-08-11,soybean,Mexico,2010/11 Est.,Next year,0.05,0.11,3.55,,0.0,0.05,,
2011-08-11,soybean meal,World  2/,2009/10,Current year,4.39,165.28,53.12,,55.58,6.12,,
2011-08-11,soybean meal,United States,2009/10,Current year,0.21,37.84,0.15,,10.12,0.27,,
2011-08-11,soybean meal,Total Foreign,2009/10,Current year,4.18,127.44,52.97,,45.46,5.84,,
2011-08-11,soybean meal,Major Exporters  3/,2009/10,Current year,2.71,58.73,0.1,,41.05,4.22,,
2011-08-11,soybean meal,Argentina,2009/10,Current year,0.77,26.62,0.0,,24.91,1.79,,
2011-08-11,soybean meal,Brazil,2009/10,Current year,1.84,26.12,0.09,,12.99,2.23,,
2011-08-11,soybean meal,India,2009/10,Current year,0.1,5.99,0.01,,3.15,0.21,,
2011-08-11,soybean meal,Major Importers  4/,2009/10,Current year,0.42,50.17,28.77,,1.71,0.42,,
2011-08-11,soybean meal,EU-27,2009/10,Current year,0.13,9.88,20.73,,0.47,0.13,,
2011-08-11,soybean meal,China,2009/10,Current year,0.0,38.64,0.08,,1.18,0.0,,
2011-08-11,soybean meal,World  2/,2010/11 Est.,Next year,6.12,176.02,57.72,,60.19,6.84,,
2011-08-11,soybean meal,United States,2010/11 Est.,Next year,0.27,35.93,0.17,,8.21,0.27,,
